ForcingN	ModelN		ForcingT	ModelT
-0.03879540	1.12910767		-0.041880361	-0.583871162
-0.03856989	0.84702262		-0.041702993	-0.493573075
0.04006461	0.28949734		0.040395625	-0.143268411
0.04028677	0.04835706		0.040609806	0.19044905
0.04012888	0.06536976		0.040396433	0.296231914
0.04002872	0.12111749		0.040224367	0.333170681
0.03998413	0.23561728		0.040110896	0.404071751
0.03997573	0.30624453		0.040055215	0.468156385
0.03998201	0.28051237		0.040142582	0.485922446
0.03995686	0.19401839		0.040143008	0.45113055
0.03988320	0.12759972		0.040125764	0.394149292
0.03974946	0.12238426		0.040064795	0.354427915
0.03956015	0.11988769		0.039945219	0.309277957
-0.00142686	0.06701049		-0.002420816	0.209455921
-0.00141942	-0.00318028		-0.002433034	0.09902681
-0.00121192	-0.05903485		-0.002201367	0.033325872
-0.00105168	-0.05750182		-0.001985573	0.006613687
-0.00095151	0.03407787		-0.001813493	0.021685877
-0.00090692	0.16234251		-0.001700022	0.072387395
-0.00088973	0.23602091		-0.001479702	0.117657063
-0.00088838	0.21262294		-0.001464614	0.123063832
-0.00086320	0.13973530		-0.001464483	0.084460925
-0.00078953	0.10700423		-0.001447237	0.025770261
-0.00065580	0.15915703		-0.001386268	-0.019283985
-0.00046648	0.42179985		-0.001266692	-0.096018225
0.04787345	0.75784085		0.046300271	-0.265750093
0.04790617	0.80311012		0.046340737	-0.42841767
0.04769890	0.71377039		0.046109224	-0.483795396
0.04753866	0.72637949		0.04589343	-0.465385576
0.04743849	0.81918065		0.045721351	-0.403900613
0.04739390	0.94754251		0.04560788	-0.303359711
0.04736353	1.02230734		0.045180335	-0.198280656
0.04736211	1.00063063		0.045164122	-0.148132076
0.04733692	0.93004527		0.045163985	-0.17254275
0.04726326	0.89885989		0.045146739	-0.227042988
0.04712952	0.94846195		0.04508577	-0.257297151
0.04694020	0.88043326		0.044966193	-0.1827315
-0.00549812	0.63639676		-0.005047837	0.017590946
-0.00555324	0.46948397		-0.005101595	0.180148371
-0.00534609	0.36954492		-0.004870153	0.204820367
-0.00518585	0.30547741		-0.00465436	0.188727413
-0.00508568	0.35994097		-0.004482281	0.213947045
-0.00504109	0.46950837		-0.00436881	0.272323553
-0.00499809	0.53455418		-0.003725924	0.320299011
-0.00499661	0.50566535		-0.003708541	0.325415648
-0.00497142	0.41592486		-0.003708398	0.286556614
-0.00489776	0.34175889		-0.003691151	0.228182441
-0.00476402	0.30492828		-0.003630182	0.187686871
-0.00457470	0.13804372		-0.003510606	0.157522238
-0.10284690	-0.11225849		-0.100644106	0.097576057
-0.10315243	-0.22831661		-0.100953791	0.027458285
-0.10294664	-0.33289107		-0.100723739	-0.016789086
-0.10278641	-0.42649058		-0.100507954	-0.031567576
-0.10268624	-0.38409948		-0.100335875	-0.006778135
-0.10264165	-0.27447270		-0.100222404	0.05658256
-0.10265710	-0.20119372		-0.100561964	0.122924449
-0.10265593	-0.22780272		-0.100549917	0.14646706
-0.10263075	-0.32295657		-0.100549803	0.113387699
-0.10255708	-0.40731467		-0.100532556	0.054597743
-0.10242334	-0.41730191		-0.100471588	0.00663611
-0.10223403	-0.36049012		-0.100352011	0.0520027
0.08967126	-0.30130412		0.091848676	0.251635883
0.09048834	-0.31384049		0.092674712	0.453406384
0.09028535	-0.40677192		0.092447465	0.508192959
0.09012514	-0.45712033		0.092231695	0.490438664
0.09002497	-0.39074048		0.092059616	0.503361086
0.08998038	-0.27333497		0.091946145	0.556852207
0.08997147	-0.20234414		0.091877938	0.611991705
0.08997017	-0.22652331		0.091863676	0.626482576
0.08994498	-0.30629945		0.09186355	0.590346873
0.08987132	-0.35907827		0.091846303	0.530662418
0.08973758	-0.32077613		0.091785335	0.484987856
0.08954826	-0.17915263		0.091665758	0.4143312
-0.08212203	-0.02653793		-0.080393678	0.224586558
-0.08282856	-0.00760224		-0.081110319	-0.014693571
-0.08262496	-0.10503959		-0.080882478	-0.127161832
-0.08246475	-0.15582128		-0.080666704	-0.092968399
-0.08236458	-0.09197090		-0.080494625	0.005694383
-0.08231999	0.02210007		-0.080381154	0.129681567
-0.08229595	0.09121497		-0.080077678	0.247299339
-0.08229457	0.06727643		-0.080062138	0.302677552
-0.08226938	-0.01210202		-0.080062005	0.279764416
-0.08219572	-0.06632559		-0.080044759	0.226400319
-0.08206198	-0.05989047		-0.07998379	0.191863358
-0.08187266	0.29190328		-0.079864213	0.255465121
0.06967269	0.84809069		0.064912174	0.460345374
0.07026927	0.94974551		0.065480628	0.648663995
0.07006508	0.80694421		0.065251983	0.691798603
0.06990485	0.80317034		0.065036205	0.674050892
0.06980468	0.88534806		0.064864126	0.688386991
0.06976009	0.89942678		0.064750654	0.726698515
